# convergence | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_epicnv_64_nomt | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 6+,DR 6,+,MP21_RESPIRATION,0.2591,MP21_RESPIRATION,0.2591,MP14_EMT_3,7.2506,5.6156495835750924e-08,True,True,False,False,metabolic,emt,both_routes_different_family,False,none
DR 6-,DR 6,-,MP41_UNASSIGNED,0.5744,MP41_UNASSIGNED,0.5744,MP41_UNASSIGNED,2.0518,0.008875646565663144,True,True,True,True,unassigned,unassigned,convergent,False,"depth,cell_cycle"
DR 7+,DR 7,+,MP17_INTERFERON_MHC_II_1,0.2191,MP17_INTERFERON_MHC_II_1,0.2191,MP18_INTERFERON_MHC_II_2,3.6671,0.0002152286095476055,True,True,False,True,immune,immune,convergent,False,none
DR 7-,DR 7,-,MP21_RESPIRATION,0.2333,MP21_RESPIRATION,0.2333,MP14_EMT_3,5.5163,3.045790305373423e-06,True,True,False,False,metabolic,emt,both_routes_different_family,False,none
DR 8+,DR 8,+,MP5_STRESS,0.3118,MP5_STRESS,0.3118,MP5_STRESS,3.4198,0.00038036452032855575,True,True,True,True,stress,stress,convergent,False,cell_cycle
DR 8-,DR 8,-,MP2_CELL_CYCLE_G1_S,0.4537,MP2_CELL_CYCLE_G1_S,0.4537,MP2_CELL_CYCLE_G1_S,17.7085,1.9565907679349333e-18,True,True,True,True,cell_cycle,cell_cycle,convergent,False,cell_cycle
DR 9+,DR 9,+,MP28_OLIGO_NORMAL,0.2628,MP28_OLIGO_NORMAL,0.2628,MP14_EMT_3,5.5163,3.045790305373423e-06,True,True,False,False,neural,emt,both_routes_different_family,False,lineage_control_claim_bounds_the_rest
DR 9-,DR 9,-,MP5_STRESS,0.5072,MP5_STRESS,0.5072,MP5_STRESS,14.7162,1.922206316330095e-15,True,True,True,True,stress,stress,convergent,False,cell_cycle
DR 10+,DR 10,+,MP10_PROTEIN_MATURATION,0.2333,MP10_PROTEIN_MATURATION,0.2333,MP39_METAL_RESPONSE,1.5057,0.03121044780985781,True,True,False,False,proteostasis,detoxification,both_routes_different_family,False,depth
DR 10-,DR 10,-,MP40_PDAC_RELATED,0.1364,MP40_PDAC_RELATED,0.1364,MP14_EMT_3,11.3822,4.147629932299217e-12,False,True,False,False,epithelial_lineage,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 11+,DR 11,+,MP5_STRESS,0.382,MP5_STRESS,0.382,MP7_STRESS_IN_VITRO,4.3514,4.452459727917414e-05,True,True,False,True,stress,stress,convergent,False,cell_cycle
DR 11-,DR 11,-,MP20_MYC,0.4216,MP20_MYC,0.4216,MP3_CELL_CYCLE_HMG_RICH,4.7019,1.986552285266774e-05,True,True,False,False,metabolic,cell_cycle,both_routes_different_family,False,cell_cycle
DR 12+,DR 12,+,MP29_NPC_OPC,0.234,MP29_NPC_OPC,0.234,MP23_SECRETED_2,2.7372,0.0018314708046613508,True,True,False,False,neural,secreted,both_routes_different_family,False,"cell_cycle,lineage_control_claim_bounds_the_rest"
DR 12-,DR 12,-,MP2_CELL_CYCLE_G1_S,0.6267,MP2_CELL_CYCLE_G1_S,0.6267,MP2_CELL_CYCLE_G1_S,25.7587,1.7430104866194945e-26,True,True,True,True,cell_cycle,cell_cycle,convergent,False,cell_cycle
DR 13+,DR 13,+,MP14_EMT_3,0.1724,MP14_EMT_3,0.1724,MP14_EMT_3,9.1886,6.477389306956367e-10,False,True,False,False,emt,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 13-,DR 13,-,MP7_STRESS_IN_VITRO,0.1383,MP7_STRESS_IN_VITRO,0.1383,MP41_UNASSIGNED,0.4893,0.3241156488438437,False,False,False,False,stress,unassigned,neither,False,cell_cycle
DR 14+,DR 14,+,MP5_STRESS,0.7522,MP5_STRESS,0.7522,MP5_STRESS,34.5613,2.745996630524695e-35,True,True,True,True,stress,stress,convergent,False,cell_cycle
DR 14-,DR 14,-,MP2_CELL_CYCLE_G1_S,0.1643,MP2_CELL_CYCLE_G1_S,0.1643,MP20_MYC,2.0518,0.008875646565663144,False,True,False,False,cell_cycle,metabolic,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 15+,DR 15,+,MP38_GLUTATHIONE,0.1463,MP38_GLUTATHIONE,0.1463,MP10_PROTEIN_MATURATION,2.6051,0.002482561408589893,False,True,False,False,detoxification,proteostasis,factor_only_candidate_patient_or_technical,False,depth
DR 15-,DR 15,-,MP14_EMT_3,0.4247,MP14_EMT_3,0.4247,MP19_EPITHELIAL_SENESCENCE,19.6989,2.0003224078650468e-20,True,True,False,False,emt,senescence,both_routes_different_family,False,mesenchymal_may_be_ambient_or_doublet
DR 16+,DR 16,+,MP19_EPITHELIAL_SENESCENCE,0.1524,MP19_EPITHELIAL_SENESCENCE,0.1524,MP14_EMT_3,4.7112,1.9444644164481303e-05,False,True,False,False,senescence,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 16-,DR 16,-,MP30_PDAC_CLASSICAL,0.1713,MP30_PDAC_CLASSICAL,0.1713,MP30_PDAC_CLASSICAL,3.266,0.0005420008904016238,False,True,False,False,epithelial_lineage,epithelial_lineage,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 17+,DR 17,+,MP5_STRESS,0.369,MP5_STRESS,0.369,MP5_STRESS,13.4969,3.184930794718725e-14,True,True,True,True,stress,stress,convergent,False,cell_cycle
DR 17-,DR 17,-,MP8_PROTEASOMAL_DEGRADATION,0.2257,MP8_PROTEASOMAL_DEGRADATION,0.2257,MP7_STRESS_IN_VITRO,5.3916,4.058821946619178e-06,True,True,False,False,proteostasis,stress,both_routes_different_family,False,none
DR 18+,DR 18,+,MP23_SECRETED_2,0.1322,MP23_SECRETED_2,0.1322,MP19_EPITHELIAL_SENESCENCE,3.0633,0.0008643706264262061,False,True,False,False,secreted,senescence,factor_only_candidate_patient_or_technical,False,none
DR 18-,DR 18,-,MP12_EMT_1,0.2006,MP12_EMT_1,0.2006,MP14_EMT_3,3.309,0.0004909078761526029,True,True,False,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 19+,DR 19,+,MP30_PDAC_CLASSICAL,0.1904,MP30_PDAC_CLASSICAL,0.1904,MP14_EMT_3,3.9736,0.00010626738654024654,False,True,False,False,epithelial_lineage,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 19-,DR 19,-,MP12_EMT_1,0.2069,MP12_EMT_1,0.2069,MP25_ASTROCYTES,7.7498,1.7790985265651455e-08,True,True,False,False,emt,neural,both_routes_different_family,False,mesenchymal_may_be_ambient_or_doublet
DR 20+,DR 20,+,MP11_TRANSLATION_INITIATION,0.0826,MP11_TRANSLATION_INITIATION,0.0826,MP11_TRANSLATION_INITIATION,1.7127,0.019377600589594226,False,True,False,False,proteostasis,proteostasis,factor_only_candidate_patient_or_technical,False,none
DR 20-,DR 20,-,MP17_INTERFERON_MHC_II_1,0.4909,MP17_INTERFERON_MHC_II_1,0.4909,MP17_INTERFERON_MHC_II_1,20.5986,2.5199968621092317e-21,True,True,True,True,immune,immune,convergent,False,none
DR 21+,DR 21,+,MP33_RBCS,0.1897,MP33_RBCS,0.1897,MP12_EMT_1,8.0877,8.17146641346752e-09,False,True,False,False,other_lineage,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 21-,DR 21,-,MP14_EMT_3,0.1486,MP14_EMT_3,0.1486,MP14_EMT_3,4.7112,1.9444644164481303e-05,False,True,False,False,emt,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 22+,DR 22,+,MP23_SECRETED_2,0.2852,MP23_SECRETED_2,0.2852,MP23_SECRETED_2,6.8219,1.5069540152263525e-07,True,True,True,True,secreted,secreted,convergent,False,none
DR 22-,DR 22,-,MP3_CELL_CYCLE_HMG_RICH,0.1313,MP3_CELL_CYCLE_HMG_RICH,0.1313,MP31_ALVEOLAR,2.485,0.003273406948788383,False,True,False,False,cell_cycle,epithelial_lineage,factor_only_candidate_patient_or_technical,False,none
DR 23+,DR 23,+,MP2_CELL_CYCLE_G1_S,0.0627,MP2_CELL_CYCLE_G1_S,0.0627,MP35_HEMATO_RELATED_1,3.212,0.000613762005164794,False,True,False,False,cell_cycle,other_lineage,factor_only_candidate_patient_or_technical,False,lineage_control_claim_bounds_the_rest
DR 23-,DR 23,-,MP25_ASTROCYTES,0.2201,MP25_ASTROCYTES,0.2201,MP14_EMT_3,6.3736,4.2305808577652356e-07,True,True,False,False,neural,emt,both_routes_different_family,False,lineage_control_claim_bounds_the_rest
DR 24+,DR 24,+,MP35_HEMATO_RELATED_1,0.1298,MP35_HEMATO_RELATED_1,0.1298,MP18_INTERFERON_MHC_II_2,3.0633,0.0008643706264262061,False,True,False,False,other_lineage,immune,factor_only_candidate_patient_or_technical,False,none
DR 24-,DR 24,-,MP6_HYPOXIA,0.5108,MP6_HYPOXIA,0.5108,MP6_HYPOXIA,26.3849,4.1219241898309904e-27,True,True,True,True,stress,stress,convergent,False,none
DR 25+,DR 25,+,MP17_INTERFERON_MHC_II_1,0.5833,MP17_INTERFERON_MHC_II_1,0.5833,MP17_INTERFERON_MHC_II_1,27.3435,4.534192977790153e-28,True,True,True,True,immune,immune,convergent,False,none
DR 25-,DR 25,-,MP21_RESPIRATION,0.0895,MP21_RESPIRATION,0.0895,MP14_EMT_3,1.6489,0.022443986561783126,False,True,False,False,metabolic,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 26+,DR 26,+,MP26_NPC_GLIOMA,0.0843,MP26_NPC_GLIOMA,0.0843,MP14_EMT_3,8.1595,6.926279294373641e-09,False,True,False,False,neural,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 26-,DR 26,-,MP5_STRESS,0.1622,MP5_STRESS,0.1622,MP11_TRANSLATION_INITIATION,1.7127,0.019377600589594226,False,True,False,False,stress,proteostasis,factor_only_candidate_patient_or_technical,False,none
DR 27+,DR 27,+,MP22_SECRETED_1,0.0707,MP22_SECRETED_1,0.0707,MP14_EMT_3,5.5163,3.045790305373423e-06,False,True,False,False,secreted,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 27-,DR 27,-,MP10_PROTEIN_MATURATION,0.2255,MP10_PROTEIN_MATURATION,0.2255,MP31_ALVEOLAR,3.212,0.000613762005164794,True,True,False,False,proteostasis,epithelial_lineage,both_routes_different_family,False,depth
DR 28+,DR 28,+,MP3_CELL_CYCLE_HMG_RICH,0.1847,MP3_CELL_CYCLE_HMG_RICH,0.1847,MP19_EPITHELIAL_SENESCENCE,4.3805,4.163897210251643e-05,False,True,False,False,cell_cycle,senescence,factor_only_candidate_patient_or_technical,False,none
DR 28-,DR 28,-,MP17_INTERFERON_MHC_II_1,0.1113,MP17_INTERFERON_MHC_II_1,0.1113,MP5_STRESS,5.5361,2.9100469778377115e-06,False,True,False,False,immune,stress,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 29+,DR 29,+,MP12_EMT_1,0.3885,MP12_EMT_1,0.3885,MP13_EMT_2,10.8518,1.4066951820610356e-11,True,True,False,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 29-,DR 29,-,MP21_RESPIRATION,0.1459,MP21_RESPIRATION,0.1459,MP14_EMT_3,2.6766,0.002105716983911753,False,True,False,False,metabolic,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 30+,DR 30,+,MP11_TRANSLATION_INITIATION,0.1443,MP11_TRANSLATION_INITIATION,0.1443,MP26_NPC_GLIOMA,3.0312,0.0009306791831626531,False,True,False,False,proteostasis,neural,factor_only_candidate_patient_or_technical,False,lineage_control_claim_bounds_the_rest
DR 30-,DR 30,-,MP23_SECRETED_2,0.3882,MP23_SECRETED_2,0.3882,MP23_SECRETED_2,10.4599,3.4681669875535934e-11,True,True,True,True,secreted,secreted,convergent,False,none
DR 31+,DR 31,+,MP31_ALVEOLAR,0.1668,MP31_ALVEOLAR,0.1668,MP17_INTERFERON_MHC_II_1,16.4177,3.822081997426824e-17,False,True,False,False,epithelial_lineage,immune,factor_only_candidate_patient_or_technical,False,none
DR 31-,DR 31,-,MP11_TRANSLATION_INITIATION,0.1374,MP11_TRANSLATION_INITIATION,0.1374,MP14_EMT_3,6.3736,4.2305808577652356e-07,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 32+,DR 32,+,MP19_EPITHELIAL_SENESCENCE,0.322,MP19_EPITHELIAL_SENESCENCE,0.322,MP19_EPITHELIAL_SENESCENCE,14.2817,5.227571721671618e-15,True,True,True,True,senescence,senescence,convergent,False,none
DR 32-,DR 32,-,MP41_UNASSIGNED,0.1038,MP41_UNASSIGNED,0.1038,MP7_STRESS_IN_VITRO,1.8913,0.012843991219526469,False,True,False,False,unassigned,stress,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 33+,DR 33,+,MP21_RESPIRATION,0.1444,MP21_RESPIRATION,0.1444,MP20_MYC,1.1093,0.07774992880159738,False,False,False,False,metabolic,metabolic,neither,False,none
DR 33-,DR 33,-,MP10_PROTEIN_MATURATION,0.2095,MP10_PROTEIN_MATURATION,0.2095,MP17_INTERFERON_MHC_II_1,3.5468,0.00028392262394249076,True,True,False,False,proteostasis,immune,both_routes_different_family,False,depth
DR 34+,DR 34,+,MP22_SECRETED_1,0.2004,MP22_SECRETED_1,0.2004,MP14_EMT_3,9.1886,6.477389306956367e-10,True,True,False,False,secreted,emt,both_routes_different_family,False,none
DR 34-,DR 34,-,MP25_ASTROCYTES,0.2513,MP25_ASTROCYTES,0.2513,MP39_METAL_RESPONSE,5.9475,1.1284959375277621e-06,True,True,False,False,neural,detoxification,both_routes_different_family,False,lineage_control_claim_bounds_the_rest
DR 35+,DR 35,+,MP8_PROTEASOMAL_DEGRADATION,0.1519,MP8_PROTEASOMAL_DEGRADATION,0.1519,MP17_INTERFERON_MHC_II_1,2.3744,0.004222795013060564,False,True,False,False,proteostasis,immune,factor_only_candidate_patient_or_technical,False,none
DR 35-,DR 35,-,MP22_SECRETED_1,0.4996,MP22_SECRETED_1,0.4996,MP5_STRESS,20.0298,9.336841792607622e-21,True,True,False,False,secreted,stress,both_routes_different_family,False,none
DR 36+,DR 36,+,MP2_CELL_CYCLE_G1_S,0.0845,MP2_CELL_CYCLE_G1_S,0.0845,MP36_IG,12.4663,3.4174329305629914e-13,False,True,False,False,cell_cycle,other_lineage,factor_only_candidate_patient_or_technical,False,lineage_control_claim_bounds_the_rest
DR 36-,DR 36,-,MP10_PROTEIN_MATURATION,0.2159,MP10_PROTEIN_MATURATION,0.2159,MP14_EMT_3,5.5163,3.045790305373423e-06,True,True,False,False,proteostasis,emt,both_routes_different_family,False,depth
DR 37+,DR 37,+,MP12_EMT_1,0.3496,MP12_EMT_1,0.3496,MP14_EMT_3,7.2506,5.6156495835750924e-08,True,True,False,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 37-,DR 37,-,MP30_PDAC_CLASSICAL,0.1521,MP30_PDAC_CLASSICAL,0.1521,MP23_SECRETED_2,1.7772,0.016703212258150427,False,True,False,False,epithelial_lineage,secreted,factor_only_candidate_patient_or_technical,False,none
DR 38+,DR 38,+,MP10_PROTEIN_MATURATION,0.1343,MP10_PROTEIN_MATURATION,0.1343,MP10_PROTEIN_MATURATION,1.8378,0.014527804937031423,False,True,False,False,proteostasis,proteostasis,factor_only_candidate_patient_or_technical,False,depth
DR 38-,DR 38,-,MP39_METAL_RESPONSE,0.3873,MP39_METAL_RESPONSE,0.3873,MP39_METAL_RESPONSE,1.9536,0.0111275614173052,True,True,True,True,detoxification,detoxification,convergent,False,none
DR 39+,DR 39,+,MP10_PROTEIN_MATURATION,0.1122,MP10_PROTEIN_MATURATION,0.1122,MP10_PROTEIN_MATURATION,2.6051,0.002482561408589893,False,True,False,False,proteostasis,proteostasis,factor_only_candidate_patient_or_technical,False,depth
DR 39-,DR 39,-,MP40_PDAC_RELATED,0.2759,MP40_PDAC_RELATED,0.2759,MP19_EPITHELIAL_SENESCENCE,8.6184,2.4076868456124494e-09,True,True,False,False,epithelial_lineage,senescence,both_routes_different_family,False,none
DR 40+,DR 40,+,MP22_SECRETED_1,0.14,MP22_SECRETED_1,0.14,MP14_EMT_3,6.3736,4.2305808577652356e-07,False,True,False,False,secreted,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 40-,DR 40,-,MP21_RESPIRATION,0.1331,MP21_RESPIRATION,0.1331,MP10_PROTEIN_MATURATION,1.21,0.06165950018614822,False,False,False,False,metabolic,proteostasis,neither,False,none
DR 41+,DR 41,+,MP3_CELL_CYCLE_HMG_RICH,0.1129,MP3_CELL_CYCLE_HMG_RICH,0.1129,MP14_EMT_3,6.3736,4.2305808577652356e-07,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 41-,DR 41,-,MP23_SECRETED_2,0.1623,MP23_SECRETED_2,0.1623,MP23_SECRETED_2,5.2872,5.161786054966723e-06,False,True,False,False,secreted,secreted,factor_only_candidate_patient_or_technical,False,none
DR 42+,DR 42,+,MP23_SECRETED_2,0.37,MP23_SECRETED_2,0.37,MP23_SECRETED_2,16.0079,9.819740248654888e-17,True,True,True,True,secreted,secreted,convergent,False,none
DR 42-,DR 42,-,MP21_RESPIRATION,0.146,MP21_RESPIRATION,0.146,MP14_EMT_3,5.5163,3.045790305373423e-06,False,True,False,False,metabolic,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 43+,DR 43,+,MP10_PROTEIN_MATURATION,0.1532,MP10_PROTEIN_MATURATION,0.1532,MP14_EMT_3,6.3736,4.2305808577652356e-07,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 43-,DR 43,-,MP12_EMT_1,0.0718,MP12_EMT_1,0.0718,MP12_EMT_1,3.6611,0.00021822273775659153,False,True,False,False,emt,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 44+,DR 44,+,MP30_PDAC_CLASSICAL,0.2035,MP30_PDAC_CLASSICAL,0.2035,MP23_SECRETED_2,3.9194,0.00012039265722160077,True,True,False,False,epithelial_lineage,secreted,both_routes_different_family,False,cell_cycle
DR 44-,DR 44,-,MP26_NPC_GLIOMA,0.0989,MP26_NPC_GLIOMA,0.0989,MP14_EMT_3,5.5163,3.045790305373423e-06,False,True,False,False,neural,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 45+,DR 45,+,MP21_RESPIRATION,0.2192,MP21_RESPIRATION,0.2192,MP18_INTERFERON_MHC_II_2,2.4806,0.003306739627988452,True,True,False,False,metabolic,immune,both_routes_different_family,False,none
DR 45-,DR 45,-,MP19_EPITHELIAL_SENESCENCE,0.3357,MP19_EPITHELIAL_SENESCENCE,0.3357,MP5_STRESS,9.0703,8.505502958970955e-10,True,True,False,False,senescence,stress,both_routes_different_family,False,none
DR 46+,DR 46,+,MP17_INTERFERON_MHC_II_1,0.148,MP17_INTERFERON_MHC_II_1,0.148,MP17_INTERFERON_MHC_II_1,1.8595,0.013819744059012954,False,True,False,False,immune,immune,factor_only_candidate_patient_or_technical,False,none
DR 46-,DR 46,-,MP10_PROTEIN_MATURATION,0.1203,MP10_PROTEIN_MATURATION,0.1203,MP14_EMT_3,2.6766,0.002105716983911753,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 47+,DR 47,+,MP2_CELL_CYCLE_G1_S,0.1604,MP2_CELL_CYCLE_G1_S,0.1604,MP14_EMT_3,5.5163,3.045790305373423e-06,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 47-,DR 47,-,MP41_UNASSIGNED,0.4232,MP41_UNASSIGNED,0.4232,MP41_UNASSIGNED,2.0518,0.008875646565663144,True,True,True,True,unassigned,unassigned,convergent,False,"depth,cell_cycle"
DR 48+,DR 48,+,MP10_PROTEIN_MATURATION,0.3223,MP10_PROTEIN_MATURATION,0.3223,MP23_SECRETED_2,9.456,3.499451670283577e-10,True,True,False,False,proteostasis,secreted,both_routes_different_family,False,depth
DR 48-,DR 48,-,MP2_CELL_CYCLE_G1_S,0.0985,MP2_CELL_CYCLE_G1_S,0.0985,MP14_EMT_3,2.1242,0.007512768385722684,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 49+,DR 49,+,MP14_EMT_3,0.3386,MP14_EMT_3,0.3386,MP14_EMT_3,16.5018,3.1491982396022896e-17,True,True,True,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 49-,DR 49,-,MP27_OLIGO_PROGENITOR,0.1091,MP27_OLIGO_PROGENITOR,0.1091,MP10_PROTEIN_MATURATION,2.6051,0.002482561408589893,False,True,False,False,neural,proteostasis,factor_only_candidate_patient_or_technical,False,depth
DR 50+,DR 50,+,MP18_INTERFERON_MHC_II_2,0.1539,MP18_INTERFERON_MHC_II_2,0.1539,MP14_EMT_3,3.309,0.0004909078761526029,False,True,False,False,immune,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 50-,DR 50,-,MP7_STRESS_IN_VITRO,0.267,MP7_STRESS_IN_VITRO,0.267,MP7_STRESS_IN_VITRO,7.7907,1.6191981538744537e-08,True,True,True,True,stress,stress,convergent,False,cell_cycle
DR 51+,DR 51,+,MP21_RESPIRATION,0.1586,MP21_RESPIRATION,0.1586,MP14_EMT_3,5.5163,3.045790305373423e-06,False,True,False,False,metabolic,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 51-,DR 51,-,MP5_STRESS,0.2208,MP5_STRESS,0.2208,MP5_STRESS,15.9765,1.0556015032159302e-16,True,True,True,True,stress,stress,convergent,False,cell_cycle
DR 52+,DR 52,+,MP19_EPITHELIAL_SENESCENCE,0.1434,MP19_EPITHELIAL_SENESCENCE,0.1434,MP14_EMT_3,7.2506,5.6156495835750924e-08,False,True,False,False,senescence,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 52-,DR 52,-,MP12_EMT_1,0.1798,MP12_EMT_1,0.1798,MP12_EMT_1,8.0877,8.17146641346752e-09,False,True,False,False,emt,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 53+,DR 53,+,MP22_SECRETED_1,0.3133,MP22_SECRETED_1,0.3133,MP22_SECRETED_1,15.1598,6.921496442266463e-16,True,True,True,True,secreted,secreted,convergent,False,none
DR 53-,DR 53,-,MP21_RESPIRATION,0.1546,MP21_RESPIRATION,0.1546,MP14_EMT_3,3.9736,0.00010626738654024654,False,True,False,False,metabolic,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 54+,DR 54,+,MP30_PDAC_CLASSICAL,0.0858,MP30_PDAC_CLASSICAL,0.0858,MP22_SECRETED_1,0.9765,0.10556015032159294,False,False,False,False,epithelial_lineage,secreted,neither,False,cell_cycle
DR 54-,DR 54,-,MP25_ASTROCYTES,0.074,MP25_ASTROCYTES,0.074,MP14_EMT_3,6.3736,4.2305808577652356e-07,False,True,False,False,neural,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
