# convergence | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_tum_64 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 25+,DR 25,+,MP22_SECRETED_1,0.151,MP22_SECRETED_1,0.151,MP17_INTERFERON_MHC_II_1,2.8905,0.0012867672530296726,False,True,False,False,secreted,immune,factor_only_candidate_patient_or_technical,False,none
DR 25-,DR 25,-,MP2_CELL_CYCLE_G1_S,0.107,MP2_CELL_CYCLE_G1_S,0.107,MP34_PLATELET_ACTIVATION,1.274,0.053210825926679424,False,False,False,False,cell_cycle,other_lineage,neither,False,cell_cycle
DR 26+,DR 26,+,MP11_TRANSLATION_INITIATION,0.1097,MP11_TRANSLATION_INITIATION,0.1097,MP34_PLATELET_ACTIVATION,0.8103,0.15477471037349186,False,False,False,False,proteostasis,other_lineage,neither,False,none
DR 26-,DR 26,-,MP22_SECRETED_1,0.2084,MP22_SECRETED_1,0.2084,MP14_EMT_3,7.0372,9.179097860573362e-08,True,True,False,False,secreted,emt,both_routes_different_family,False,none
DR 27+,DR 27,+,MP32_SKIN_PIGMENTATION,0.3015,MP32_SKIN_PIGMENTATION,0.3015,MP10_PROTEIN_MATURATION,6.6186,2.406578320111606e-07,True,True,False,False,other_lineage,proteostasis,both_routes_different_family,False,lineage_control_claim_bounds_the_rest
DR 27-,DR 27,-,MP20_MYC,0.2106,MP20_MYC,0.2106,MP11_TRANSLATION_INITIATION,2.3361,0.004612113644917027,True,True,False,False,metabolic,proteostasis,both_routes_different_family,False,cell_cycle
DR 28+,DR 28,+,MP23_SECRETED_2,0.2288,MP23_SECRETED_2,0.2288,MP6_HYPOXIA,1.3941,0.040355246088074725,True,True,False,False,secreted,stress,both_routes_different_family,False,cell_cycle
DR 28-,DR 28,-,MP3_CELL_CYCLE_HMG_RICH,0.3469,MP3_CELL_CYCLE_HMG_RICH,0.3469,MP21_RESPIRATION,3.3732,0.00042344791616920726,True,True,False,False,cell_cycle,metabolic,both_routes_different_family,False,"depth,cell_cycle"
DR 29+,DR 29,+,MP2_CELL_CYCLE_G1_S,0.1122,MP2_CELL_CYCLE_G1_S,0.1122,MP20_MYC,1.1013,0.07919540789912784,False,False,False,False,cell_cycle,metabolic,neither,False,cell_cycle
DR 29-,DR 29,-,MP10_PROTEIN_MATURATION,0.4174,MP10_PROTEIN_MATURATION,0.4174,MP18_INTERFERON_MHC_II_2,9.104,7.870457896951e-10,True,True,False,False,proteostasis,immune,both_routes_different_family,False,depth
DR 30+,DR 30,+,MP13_EMT_2,0.2831,MP13_EMT_2,0.2831,MP13_EMT_2,8.3881,4.091664348290458e-09,True,True,True,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 30-,DR 30,-,MP10_PROTEIN_MATURATION,0.1738,MP10_PROTEIN_MATURATION,0.1738,MP23_SECRETED_2,4.2319,5.8627314335344943e-05,False,True,False,False,proteostasis,secreted,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 31+,DR 31,+,MP21_RESPIRATION,0.1258,MP21_RESPIRATION,0.1258,MP21_RESPIRATION,3.3732,0.00042344791616920726,False,True,False,False,metabolic,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 31-,DR 31,-,MP7_STRESS_IN_VITRO,0.4361,MP7_STRESS_IN_VITRO,0.4361,MP7_STRESS_IN_VITRO,14.6418,2.2813924501727504e-15,True,True,True,True,stress,stress,convergent,False,none
DR 32+,DR 32,+,MP17_INTERFERON_MHC_II_1,0.3384,MP17_INTERFERON_MHC_II_1,0.3384,MP17_INTERFERON_MHC_II_1,18.2739,5.322307958283591e-19,True,True,True,True,immune,immune,convergent,False,none
DR 32-,DR 32,-,MP10_PROTEIN_MATURATION,0.1586,MP10_PROTEIN_MATURATION,0.1586,MP39_METAL_RESPONSE,1.185,0.06531305526474723,False,False,False,False,proteostasis,detoxification,neither,False,depth
DR 33+,DR 33,+,MP15_EMT_4,0.3368,MP15_EMT_4,0.3368,MP23_SECRETED_2,4.972,1.0665961212302568e-05,True,True,False,False,emt,secreted,both_routes_different_family,False,mesenchymal_may_be_ambient_or_doublet
DR 33-,DR 33,-,MP20_MYC,0.2105,MP20_MYC,0.2105,MP8_PROTEASOMAL_DEGRADATION,2.7049,0.001972876955525716,True,True,False,False,metabolic,proteostasis,both_routes_different_family,False,cell_cycle
DR 34+,DR 34,+,MP17_INTERFERON_MHC_II_1,0.4778,MP17_INTERFERON_MHC_II_1,0.4778,MP17_INTERFERON_MHC_II_1,23.9712,1.0685626745999621e-24,True,True,True,True,immune,immune,convergent,False,none
DR 34-,DR 34,-,MP11_TRANSLATION_INITIATION,0.1311,MP11_TRANSLATION_INITIATION,0.1311,MP20_MYC,2.0265,0.009408058300365892,False,True,False,False,proteostasis,metabolic,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 35+,DR 35,+,MP8_PROTEASOMAL_DEGRADATION,0.1301,MP8_PROTEASOMAL_DEGRADATION,0.1301,MP14_EMT_3,2.3737,0.00422960684266539,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 35-,DR 35,-,MP30_PDAC_CLASSICAL,0.1287,MP30_PDAC_CLASSICAL,0.1287,MP36_IG,13.4485,3.560409900359578e-14,False,True,False,False,epithelial_lineage,other_lineage,factor_only_candidate_patient_or_technical,False,lineage_control_claim_bounds_the_rest
DR 36+,DR 36,+,MP8_PROTEASOMAL_DEGRADATION,0.4871,MP8_PROTEASOMAL_DEGRADATION,0.4871,MP8_PROTEASOMAL_DEGRADATION,7.0012,9.972407117415497e-08,True,True,True,True,proteostasis,proteostasis,convergent,False,depth
DR 36-,DR 36,-,MP29_NPC_OPC,0.1165,MP29_NPC_OPC,0.1165,MP21_RESPIRATION,1.1013,0.07919540789912784,False,False,False,False,neural,metabolic,neither,False,lineage_control_claim_bounds_the_rest
DR 37+,DR 37,+,MP3_CELL_CYCLE_HMG_RICH,0.0946,MP3_CELL_CYCLE_HMG_RICH,0.0946,MP17_INTERFERON_MHC_II_1,1.1013,0.07919540789912784,False,False,False,False,cell_cycle,immune,neither,False,"depth,cell_cycle"
DR 37-,DR 37,-,MP12_EMT_1,0.3348,MP12_EMT_1,0.3348,MP13_EMT_2,9.3805,4.163897210251642e-10,True,True,False,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 38+,DR 38,+,MP25_ASTROCYTES,0.1355,MP25_ASTROCYTES,0.1355,MP21_RESPIRATION,2.0265,0.009408058300365892,False,True,False,False,neural,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 38-,DR 38,-,MP40_PDAC_RELATED,0.3518,MP40_PDAC_RELATED,0.3518,MP19_EPITHELIAL_SENESCENCE,19.6208,2.3944181728633848e-20,True,True,False,False,epithelial_lineage,senescence,both_routes_different_family,False,none
DR 39+,DR 39,+,MP41_UNASSIGNED,0.1204,MP41_UNASSIGNED,0.1204,MP25_ASTROCYTES,1.0865,0.08194076231802778,False,False,False,False,unassigned,neural,neither,False,depth
DR 39-,DR 39,-,MP19_EPITHELIAL_SENESCENCE,0.3806,MP19_EPITHELIAL_SENESCENCE,0.3806,MP19_EPITHELIAL_SENESCENCE,15.2785,5.266232148938983e-16,True,True,True,True,senescence,senescence,convergent,False,cell_cycle
DR 40+,DR 40,+,MP2_CELL_CYCLE_G1_S,0.1139,MP2_CELL_CYCLE_G1_S,0.1139,MP17_INTERFERON_MHC_II_1,3.4714,0.00033775361033186907,False,True,False,False,cell_cycle,immune,factor_only_candidate_patient_or_technical,False,none
DR 40-,DR 40,-,MP40_PDAC_RELATED,0.375,MP40_PDAC_RELATED,0.375,MP19_EPITHELIAL_SENESCENCE,11.4891,3.242649439899694e-12,True,True,False,False,epithelial_lineage,senescence,both_routes_different_family,False,none
DR 41+,DR 41,+,MP7_STRESS_IN_VITRO,0.2768,MP7_STRESS_IN_VITRO,0.2768,MP5_STRESS,4.8242,1.498994364112205e-05,True,True,False,True,stress,stress,convergent,False,none
DR 41-,DR 41,-,MP25_ASTROCYTES,0.3321,MP25_ASTROCYTES,0.3321,MP39_METAL_RESPONSE,4.6604,2.1857475486869338e-05,True,True,False,False,neural,detoxification,both_routes_different_family,False,lineage_control_claim_bounds_the_rest
DR 42+,DR 42,+,MP5_STRESS,0.3532,MP5_STRESS,0.3532,MP5_STRESS,19.6208,2.3944181728633848e-20,True,True,True,True,stress,stress,convergent,False,none
DR 42-,DR 42,-,MP8_PROTEASOMAL_DEGRADATION,0.1642,MP8_PROTEASOMAL_DEGRADATION,0.1642,MP14_EMT_3,1.8622,0.013734093509770003,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 43+,DR 43,+,MP30_PDAC_CLASSICAL,0.3113,MP30_PDAC_CLASSICAL,0.3113,MP30_PDAC_CLASSICAL,8.9317,1.170307531668838e-09,True,True,True,True,epithelial_lineage,epithelial_lineage,convergent,False,none
DR 43-,DR 43,-,MP16_MES_GLIOMA,0.2538,MP16_MES_GLIOMA,0.2538,MP14_EMT_3,9.0961,8.014934914423116e-10,True,True,False,True,emt,emt,convergent,False,"depth,mesenchymal_may_be_ambient_or_doublet"
DR 44+,DR 44,+,MP19_EPITHELIAL_SENESCENCE,0.2004,MP19_EPITHELIAL_SENESCENCE,0.2004,MP28_OLIGO_NORMAL,1.3914,0.04060691533656346,True,True,False,False,senescence,neural,both_routes_different_family,False,cell_cycle
DR 44-,DR 44,-,MP25_ASTROCYTES,0.2251,MP25_ASTROCYTES,0.2251,MP18_INTERFERON_MHC_II_2,5.485,3.2734069487883794e-06,True,True,False,False,neural,immune,both_routes_different_family,False,lineage_control_claim_bounds_the_rest
DR 45+,DR 45,+,MP5_STRESS,0.3732,MP5_STRESS,0.3732,MP5_STRESS,15.6913,2.0356354247857811e-16,True,True,True,True,stress,stress,convergent,False,none
DR 45-,DR 45,-,MP21_RESPIRATION,0.1639,MP21_RESPIRATION,0.1639,MP21_RESPIRATION,1.1013,0.07919540789912784,False,False,False,False,metabolic,metabolic,neither,False,depth
DR 46+,DR 46,+,MP33_RBCS,0.1479,MP33_RBCS,0.1479,MP33_RBCS,2.7351,0.00184034819684612,False,True,False,False,other_lineage,other_lineage,factor_only_candidate_patient_or_technical,False,lineage_control_claim_bounds_the_rest
DR 46-,DR 46,-,MP27_OLIGO_PROGENITOR,0.1147,MP27_OLIGO_PROGENITOR,0.1147,MP21_RESPIRATION,2.0265,0.009408058300365892,False,True,False,False,neural,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 47+,DR 47,+,MP21_RESPIRATION,0.2467,MP21_RESPIRATION,0.2467,MP21_RESPIRATION,3.3732,0.00042344791616920726,True,True,True,True,metabolic,metabolic,convergent,False,depth
DR 47-,DR 47,-,MP22_SECRETED_1,0.3664,MP22_SECRETED_1,0.3664,MP22_SECRETED_1,15.6029,2.495169194741598e-16,True,True,True,True,secreted,secreted,convergent,False,none
DR 48+,DR 48,+,MP8_PROTEASOMAL_DEGRADATION,0.0934,MP8_PROTEASOMAL_DEGRADATION,0.0934,MP13_EMT_2,1.3914,0.04060691533656346,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 48-,DR 48,-,MP29_NPC_OPC,0.0653,MP29_NPC_OPC,0.0653,MP5_STRESS,1.1013,0.07919540789912784,False,False,False,False,neural,stress,neither,False,lineage_control_claim_bounds_the_rest
DR 49+,DR 49,+,MP20_MYC,0.1467,MP20_MYC,0.1467,MP21_RESPIRATION,3.3732,0.00042344791616920726,False,True,False,False,metabolic,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 49-,DR 49,-,MP23_SECRETED_2,0.4079,MP23_SECRETED_2,0.4079,MP23_SECRETED_2,8.3508,4.458615279480711e-09,True,True,True,True,secreted,secreted,convergent,False,cell_cycle
DR 50+,DR 50,+,MP20_MYC,0.0893,MP20_MYC,0.0893,MP21_RESPIRATION,2.0265,0.009408058300365892,False,True,False,False,metabolic,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 50-,DR 50,-,MP23_SECRETED_2,0.3724,MP23_SECRETED_2,0.3724,MP23_SECRETED_2,6.5609,2.7485269519646674e-07,True,True,True,True,secreted,secreted,convergent,False,cell_cycle
DR 51+,DR 51,+,MP9_UNFOLDED_PROTEIN_RESPONSE,0.1826,MP9_UNFOLDED_PROTEIN_RESPONSE,0.1826,MP8_PROTEASOMAL_DEGRADATION,1.796,0.01599558028614669,False,True,False,False,proteostasis,proteostasis,factor_only_candidate_patient_or_technical,False,depth
DR 51-,DR 51,-,MP32_SKIN_PIGMENTATION,0.1546,MP32_SKIN_PIGMENTATION,0.1546,MP32_SKIN_PIGMENTATION,3.8444,0.000143086941274934,False,True,False,False,other_lineage,other_lineage,factor_only_candidate_patient_or_technical,False,lineage_control_claim_bounds_the_rest
DR 52+,DR 52,+,MP3_CELL_CYCLE_HMG_RICH,0.1718,MP3_CELL_CYCLE_HMG_RICH,0.1718,MP14_EMT_3,2.3737,0.00422960684266539,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 52-,DR 52,-,MP17_INTERFERON_MHC_II_1,0.234,MP17_INTERFERON_MHC_II_1,0.234,MP17_INTERFERON_MHC_II_1,10.039,9.141132414702508e-11,True,True,True,True,immune,immune,convergent,False,none
DR 53+,DR 53,+,MP23_SECRETED_2,0.2767,MP23_SECRETED_2,0.2767,MP17_INTERFERON_MHC_II_1,2.3434,0.004535237134514454,True,True,False,False,secreted,immune,both_routes_different_family,True,cell_cycle
DR 53-,DR 53,-,MP2_CELL_CYCLE_G1_S,0.3747,MP2_CELL_CYCLE_G1_S,0.3747,MP14_EMT_3,2.9916,0.0010195299775626024,True,True,False,False,cell_cycle,emt,both_routes_different_family,True,cell_cycle
DR 54+,DR 54,+,MP5_STRESS,0.2915,MP5_STRESS,0.2915,MP5_STRESS,1.1013,0.07919540789912784,True,False,False,False,stress,stress,cell_only_state_not_on_one_axis,True,none
DR 54-,DR 54,-,MP3_CELL_CYCLE_HMG_RICH,0.3914,MP3_CELL_CYCLE_HMG_RICH,0.3914,MP17_INTERFERON_MHC_II_1,4.8242,1.498994364112205e-05,True,True,False,False,cell_cycle,immune,both_routes_different_family,True,"depth,cell_cycle"
DR 55+,DR 55,+,MP2_CELL_CYCLE_G1_S,0.3596,MP2_CELL_CYCLE_G1_S,0.3596,MP25_ASTROCYTES,3.1301,0.0007411395679600756,True,True,False,False,cell_cycle,neural,both_routes_different_family,True,cell_cycle
DR 55-,DR 55,-,MP23_SECRETED_2,0.3143,MP23_SECRETED_2,0.3143,MP18_INTERFERON_MHC_II_2,3.9927,0.00010169509351159436,True,True,False,False,secreted,immune,both_routes_different_family,True,cell_cycle
