factor,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
DR 11-,GO:BP,GO:0071174,mitotic spindle checkpoint signaling,7.704194924992009e-07,True,"""A signaling process that contributes to a mitotic cell cycle checkpoint that originates from the spindle and delays the metaphase/anaphase transition of a mitotic nuclear division until the spindle is correctly assembled and oriented, the completion of anaphase until chromosomes are attached to the spindle, or mitotic exit and cytokinesis when the spindle does not form."" [GOC:mtg_cell_cycle]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0007093', 'GO:0031577']"
DR 11-,GO:BP,GO:0007094,mitotic spindle assembly checkpoint signaling,7.704194924992009e-07,True,"""A mitotic cell cycle checkpoint that delays mitotic sister chromatid separation and consequently the mitotic metaphase/anaphase transition until the spindle is correctly assembled and chromosomes are attached to the spindle. Spindle assembly checkpoint signaling begins with the activated Mph family kinase, and results in the inhibition of the Anaphase Promoting Complex and its activator Sleepy/Cdc20 by the mitotic checkpoint complex (MCC)."" [GOC:mtg_cell_cycle, PMID:12360190]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0045841', 'GO:0071173', 'GO:0071174']"
DR 11-,GO:BP,GO:0051306,mitotic sister chromatid separation,8.090268846148762e-07,True,"""The process in which sister chromatids are physically detached from each other during mitosis."" [GOC:ai]",20,78,18,1902,0.23076923076923078,0.9,query_1,"['GO:0000070', 'GO:0051304', 'GO:1903047']"
DR 11-,GO:BP,GO:0033047,regulation of mitotic sister chromatid segregation,8.581253481392362e-07,True,"""Any process that modulates the frequency, rate or extent of sister chromatid segregation during mitosis."" [GOC:mah]",19,78,17,1902,0.21794871794871795,0.8947368421052632,query_1,"['GO:0000070', 'GO:0033045']"
DR 11-,GO:BP,GO:0051304,chromosome separation,1.0772127155286857e-06,True,"""The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II)."" [GOC:ai, GOC:lb, GOC:mah, GOC:mtg_cell_cycle, PMID:20352243]",23,78,20,1902,0.2564102564102564,0.8695652173913043,query_1,"['GO:0007059', 'GO:0022402']"
DR 11-,GO:BP,GO:0031577,spindle checkpoint signaling,1.0974693740944248e-06,True,"""A signaling process that that controls a cell cycle checkpoint that originates from the mitotic or meiotic spindle."" [GOC:mtg_cell_cycle]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,['GO:0000075']
DR 11-,GO:BP,GO:2000816,negative regulation of mitotic sister chromatid separation,1.5490424133226077e-06,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic sister chromatid separation."" [GOC:obol]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0010965', 'GO:0033048', 'GO:0051306', 'GO:1905819']"
DR 11-,GO:BP,GO:0033046,negative regulation of sister chromatid segregation,1.5490424133226077e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0000819', 'GO:0033045', 'GO:0051985', 'GO:2001251']"
DR 11-,GO:BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,1.5490424133226077e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of sister chromatid segregation during mitosis."" [GOC:mah]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0000070', 'GO:0033046', 'GO:0033047']"
DR 11-,GO:BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,1.5490424133226077e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:go_curators]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0007091', 'GO:0030071', 'GO:0045839', 'GO:1901991', 'GO:1902100', 'GO:2000816']"
DR 11-,GO:BP,GO:0007088,regulation of mitotic nuclear division,1.6929129609349369e-06,True,"""Any process that modulates the frequency, rate or extent of mitosis."" [GOC:go_curators]",35,45,18,1902,0.4,0.5142857142857142,query_1,"['GO:0007346', 'GO:0010564', 'GO:0051783', 'GO:0140014']"
DR 11-,GO:BP,GO:0051985,negative regulation of chromosome segregation,3.0071837939175575e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0007059', 'GO:0010948', 'GO:0051983']"
DR 11-,GO:BP,GO:1905819,negative regulation of chromosome separation,3.0071837939175575e-06,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0051304', 'GO:0051985', 'GO:1905818']"
DR 11-,GO:BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,3.0071837939175575e-06,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of metaphase/anaphase transition of cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0044784', 'GO:1901988', 'GO:1902099']"
DR 11-,GO:BP,GO:0007052,mitotic spindle organization,3.9413515346535094e-06,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle."" [GOC:go_curators, GOC:mah]",31,58,21,1902,0.3620689655172414,0.6774193548387096,query_1,"['GO:0007051', 'GO:1902850']"
DR 11-,GO:BP,GO:0048285,organelle fission,4.123484643546523e-06,True,"""The creation of two or more organelles by division of one organelle."" [GOC:jid]",75,57,38,1902,0.6666666666666666,0.5066666666666667,query_1,['GO:0006996']
DR 11-,GO:BP,GO:0008608,attachment of spindle microtubules to kinetochore,7.6216930752359484e-06,True,"""The process in which spindle microtubules become physically associated with the proteins making up the kinetochore complex."" [GOC:vw, PMID:10322137]",17,81,16,1902,0.19753086419753085,0.9411764705882353,query_1,"['GO:0022402', 'GO:0051310']"
DR 11-,GO:BP,GO:0045839,negative regulation of mitotic nuclear division,1.8352192858964414e-05,True,"""Any process that stops, prevents or reduces the rate or extent of mitosis. Mitosis is the division of the eukaryotic cell nucleus to produce two daughter nuclei that, usually, contain the identical chromosome complement to their mother."" [GOC:dph, GOC:go_curators, GOC:tb]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0007088', 'GO:0010948', 'GO:0045930', 'GO:0051784', 'GO:0140014']"
DR 11-,GO:BP,GO:0051983,regulation of chromosome segregation,2.4014726833460613e-05,True,"""Any process that modulates the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]",27,78,23,1902,0.2948717948717949,0.8518518518518519,query_1,"['GO:0007059', 'GO:0010564']"
DR 11-,GO:BP,GO:0051783,regulation of nuclear division,4.9400918915974015e-05,True,"""Any process that modulates the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information."" [GOC:ai]",36,45,18,1902,0.4,0.5,query_1,"['GO:0000280', 'GO:0033043']"
DR 11-,GO:BP,GO:0007051,spindle organization,6.695797151116865e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart."" [GOC:go_curators, GOC:mah]",40,58,24,1902,0.41379310344827586,0.6,query_1,"['GO:0000226', 'GO:0022402']"
DR 11-,GO:BP,GO:0051784,negative regulation of nuclear division,8.947172027643626e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information."" [GOC:ai]",18,78,16,1902,0.20512820512820512,0.8888888888888888,query_1,"['GO:0000280', 'GO:0010639', 'GO:0051783']"
DR 11-,GO:BP,GO:0033045,regulation of sister chromatid segregation,0.00011819867160134569,True,"""Any process that modulates the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]",23,78,20,1902,0.2564102564102564,0.8695652173913043,query_1,"['GO:0000819', 'GO:0033044', 'GO:0051983']"
DR 11-,GO:BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,0.0001407127430605307,True,"""The cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mtg_cell_cycle, PMID:10465783]",22,78,19,1902,0.24358974358974358,0.8636363636363636,query_1,"['GO:0044772', 'GO:0044784']"
DR 11-,GO:BP,GO:0051256,mitotic spindle midzone assembly,0.00017323726317650394,True,"""The cell cycle process in which the aggregation, arrangement and bonding together of a set of components forms the spindle midzone."" [GOC:mtg_cell_cycle, GOC:vw, PMID:24239120]",7,55,7,1902,0.12727272727272726,1.0,query_1,"['GO:0000022', 'GO:0051255', 'GO:0090307', 'GO:1903047']"
DR 11-,GO:BP,GO:0044784,metaphase/anaphase transition of cell cycle,0.00024280910802384394,True,"""The cell cycle process in which a cell progresses from metaphase to anaphase as part of the cell cycle."" [GOC:mtg_cell_cycle]",22,78,19,1902,0.24358974358974358,0.8636363636363636,query_1,"['GO:0033045', 'GO:0044770']"
DR 11-,GO:BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,0.00040365523663018663,True,"""Any process that modulates the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mah]",21,45,14,1902,0.3111111111111111,0.6666666666666666,query_1,"['GO:0007091', 'GO:1901990', 'GO:1902099']"
DR 11-,GO:BP,GO:0000022,mitotic spindle elongation,0.0004065506115665329,True,"""The cell cycle process in which the distance is lengthened between poles of the mitotic spindle. Mitotic spindle elongation begins during mitotic prophase and ends during mitotic anaphase B."" [GOC:mtg_cell_cycle, GOC:vw, PMID:19686686]",7,55,7,1902,0.12727272727272726,1.0,query_1,"['GO:0000070', 'GO:0007052', 'GO:0051231', 'GO:1903047']"
DR 11-,GO:BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,0.0006207557138562038,True,"""Any process that modulates the frequency, rate or extent of metaphase/anaphase transition of cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]",21,45,14,1902,0.3111111111111111,0.6666666666666666,query_1,"['GO:0033045', 'GO:0044784', 'GO:1901987']"
DR 11-,GO:BP,GO:0007080,mitotic metaphase chromosome alignment,0.0012010974297455626,True,"""A chromosome localization process whereby chromosomes are positioned in a specific order and orientation at the metaphase plate (spindle equator), during mitotic chromosome segregation. This alignment ensures that each daughter cell will receive the correct number of chromosomes during cell division."" [ISBN:0815316194]",16,48,12,1902,0.25,0.75,query_1,"['GO:0000070', 'GO:0051310', 'GO:1903047']"
DR 11-,GO:BP,GO:0051231,spindle elongation,0.0016844491108113251,True,"""The cell cycle process in which the distance is lengthened between poles of the spindle."" [GOC:ai]",7,55,7,1902,0.12727272727272726,1.0,query_1,"['GO:0007017', 'GO:0007051', 'GO:0022402', 'GO:0098813']"
DR 11-,GO:BP,GO:0051255,spindle midzone assembly,0.0016844491108113251,True,"""The cell cycle process in which aggregation, arrangement and bonding together of a set of components to form the spindle midzone. The spindle midzone is the area in the center of the spindle where the spindle microtubules from opposite poles overlap."" [GOC:ai, PMID:15296749]",8,55,7,1902,0.12727272727272726,0.875,query_1,"['GO:0007017', 'GO:0022402', 'GO:0022607', 'GO:0051225']"
DR 11-,GO:BP,GO:0051988,regulation of attachment of spindle microtubules to kinetochore,0.0022713356818489195,True,"""Any process that modulates the frequency, rate or extent of the attachment of spindle microtubules to the kinetochore."" [GOC:ai]",10,71,9,1902,0.1267605633802817,0.9,query_1,"['GO:0008608', 'GO:0010564']"
DR 11-,GO:BP,GO:1904668,positive regulation of ubiquitin protein ligase activity,0.005240301446593944,True,"""Any process that activates or increases the frequency, rate or extent of ubiquitin protein ligase activity."" [GO_REF:0000059, GOC:dph, GOC:TermGenie, GOC:vw, PMID:10921876, PMID:26216882]",4,3,3,1902,1.0,0.75,query_1,"['GO:0051443', 'GO:1904666']"
DR 11-,GO:BP,GO:0090231,regulation of spindle checkpoint,0.012395858063921126,True,"""Any process that modulates the rate, frequency, or extent of the spindle checkpoint, a cell cycle checkpoint that delays the metaphase/anaphase transition until the spindle is correctly assembled and oriented, and chromosomes are attached to the spindle."" [GOC:ascb_2009, GOC:dph, GOC:tb]",10,78,9,1902,0.11538461538461539,0.9,query_1,"['GO:0031577', 'GO:1901976']"
