# pipeline_recall | collection emt (epithelial-mesenchymal transition (EMT)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
arm,description,unit,resolution,n_gene_lists,n_gene_lists_empty,median_genes_per_list,n_tests,n_signatures_testable,n_signatures_recovered,recall_any,n_signatures_named,recall_named,n_units_with_a_name,n_significant_pairs,mean_hits_per_list,max_hits_per_list,frac_lists_with_no_hit,median_best_fdr,recovered,named,min_cluster_cells,median_cluster_cells,max_cohort_dominance,n_clusters_one_cohort_over_80pct,recall
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.2,6,0,200.0,24,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,270.0,5707.0,1.0,1.0,0.0
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.4,11,0,200.0,44,4,3,0.75,1,0.25,1,3,0.2727272727272727,3,0.9090909090909091,0.0004041167322184376,EMT_A_MESENCHYMAL; EMT_B_MESENCHYMAL; EMT_C_MESENCHYMAL,EMT_A_MESENCHYMAL,37.0,1579.0,1.0,4.0,0.25
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.6,14,0,189.5,56,4,4,1.0,1,0.25,3,6,0.42857142857142855,4,0.7857142857142857,0.004722118382829498,EMT_A_MESENCHYMAL; EMT_B_MESENCHYMAL; EMT_C_HYBRID; EMT_C_MESENCHYMAL,EMT_A_MESENCHYMAL,107.0,1129.0,1.0,4.0,0.25
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.8,22,0,184.5,88,4,4,1.0,1,0.25,1,4,0.18181818181818182,4,0.9545454545454546,0.007420471744446353,EMT_A_MESENCHYMAL; EMT_B_MESENCHYMAL; EMT_C_HYBRID; EMT_C_MESENCHYMAL,EMT_A_MESENCHYMAL,16.0,764.0,1.0,8.0,0.25
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,1.0,23,0,200.0,92,4,4,1.0,1,0.25,1,4,0.17391304347826086,4,0.9565217391304348,0.007174582929173907,EMT_A_MESENCHYMAL; EMT_B_MESENCHYMAL; EMT_C_HYBRID; EMT_C_MESENCHYMAL,EMT_A_MESENCHYMAL,52.0,890.0,1.0,4.0,0.25
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,1.5,33,0,200.0,132,4,4,1.0,1,0.25,1,4,0.12121212121212122,4,0.9696969696969697,0.012485967889488917,EMT_A_MESENCHYMAL; EMT_B_MESENCHYMAL; EMT_C_HYBRID; EMT_C_MESENCHYMAL,EMT_A_MESENCHYMAL,5.0,537.0,1.0,11.0,0.25
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,2.0,45,0,200.0,180,4,4,1.0,2,0.5,3,8,0.17777777777777778,4,0.9333333333333333,0.005264216359657267,EMT_A_MESENCHYMAL; EMT_B_MESENCHYMAL; EMT_C_HYBRID; EMT_C_MESENCHYMAL,EMT_A_MESENCHYMAL; EMT_B_MESENCHYMAL,20.0,621.0,1.0,18.0,0.5
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,3.0,58,0,200.0,232,4,4,1.0,2,0.5,2,7,0.1206896551724138,4,0.9655172413793104,0.004104337525484492,EMT_A_MESENCHYMAL; EMT_B_MESENCHYMAL; EMT_C_HYBRID; EMT_C_MESENCHYMAL,EMT_A_MESENCHYMAL; EMT_B_MESENCHYMAL,5.0,531.5,1.0,21.0,0.5
null_partition,"the harmony_leiden partition at resolution 1.0, shuffled",cluster,1.0,23,23,0.0,92,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,52.0,890.0,0.21159029649595687,0.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,0.2,18,0,200.0,72,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,19.0,1960.0,1.0,14.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,0.4,24,0,200.0,96,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,19.0,1157.5,1.0,20.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,0.6,28,0,200.0,112,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,19.0,1192.5,1.0,24.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,0.8,30,0,200.0,120,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,19.0,1144.5,1.0,25.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,1.0,34,0,200.0,136,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,19.0,1109.0,1.0,29.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,1.5,45,0,179.0,180,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,19.0,879.0,1.0,39.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,2.0,53,0,134.0,212,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,14.0,497.0,1.0,49.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,3.0,65,0,180.0,260,4,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,15.0,437.0,1.0,60.0,0.0
