# convergence | collection emt (epithelial-mesenchymal transition (EMT)) | DRVI run drvi_tum_64_nomt | vanished dimensions PRUNED (DRVI's own behaviour) | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,A_auroc_target_this_side,A_standardised_mean_difference,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 12+,DR 12,+,EMT_A_MESENCHYMAL,-0.0223,EMT_SCORE_B,0.0705,0.4265426144503657,-0.29423526,EMT_B_MESENCHYMAL,0.2615,0.547646100961894,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 12-,DR 12,-,EMT_B_EPITHELIAL,0.1387,EMT_B_EPITHELIAL,0.1387,0.5734573855496343,0.29423526,EMT_B_EPITHELIAL,2.5116,0.00307893130974161,False,True,False,False,epithelial,epithelial,factor_only_candidate_patient_or_technical,False,depth
DR 13+,DR 13,+,EMT_A_EPITHELIAL,-0.0083,EMT_A_EPITHELIAL,-0.0083,0.3679187392928896,-0.6126954,EMT_B_HYBRID,0.0556,0.8798324994418666,False,False,False,False,epithelial,hybrid,neither,False,depth
DR 13-,DR 13,-,EMT_A_MESENCHYMAL,0.2061,EMT_A_MESENCHYMAL,0.2061,0.6320812607071105,0.6126954,EMT_C_MESENCHYMAL,0.8609,0.13775266196051708,True,False,False,False,mesenchymal,mesenchymal,cell_only_state_not_on_one_axis,False,mesenchymal_may_be_ambient_or_doublet
DR 14+,DR 14,+,EMT_A_EPITHELIAL,0.26,EMT_A_EPITHELIAL,0.26,0.5526239647127917,0.1926584,EMT_B_EPITHELIAL,1.3174,0.04815041116556672,True,True,False,True,epithelial,epithelial,convergent,False,depth
DR 14-,DR 14,-,EMT_B_MESENCHYMAL,0.1647,EMT_SCORE_B,0.2903,0.44737603528720826,-0.1926584,EMT_B_MESENCHYMAL,0.5899,0.25709877064152264,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 15+,DR 15,+,EMT_A_MESENCHYMAL,0.1217,EMT_SCORE_A,0.1869,0.4831871059173856,-0.014327596,EMT_B_MESENCHYMAL,0.0556,0.8798324994418666,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 15-,DR 15,-,EMT_B_EPITHELIAL,0.1539,EMT_B_EPITHELIAL,0.1539,0.5168128940826144,0.014327596,EMT_C_EPITHELIAL,0.7007,0.19920489224688023,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 16+,DR 16,+,EMT_A_MESENCHYMAL,0.1522,EMT_A_MESENCHYMAL,0.1522,0.5997226018064103,0.34001076,EMT_C_MESENCHYMAL,1.3481,0.044864207438368976,False,True,False,False,mesenchymal,mesenchymal,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 16-,DR 16,-,EMT_A_EPITHELIAL,0.0539,EMT_A_EPITHELIAL,0.0539,0.40027739819358965,-0.34001076,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 17+,DR 17,+,EMT_A_MESENCHYMAL,0.2902,EMT_A_MESENCHYMAL,0.2902,0.5755090954164817,0.122131795,EMT_C_MESENCHYMAL,0.1934,0.6406192726268983,True,False,False,False,mesenchymal,mesenchymal,cell_only_state_not_on_one_axis,False,mesenchymal_may_be_ambient_or_doublet
DR 17-,DR 17,-,EMT_A_EPITHELIAL,0.1099,EMT_A_EPITHELIAL,0.1099,0.42449090458351835,-0.122131795,EMT_B_EPITHELIAL,1.3174,0.04815041116556672,False,True,False,False,epithelial,epithelial,factor_only_candidate_patient_or_technical,False,depth
DR 18+,DR 18,+,EMT_B_MESENCHYMAL,-0.0143,EMT_SCORE_B,0.0353,0.4742256180825459,-0.11455323,EMT_C_EPITHELIAL,0.1434,0.7187866460688805,False,False,False,False,mesenchymal,epithelial,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 18-,DR 18,-,EMT_B_EPITHELIAL,0.0698,EMT_B_EPITHELIAL,0.0698,0.5257743819174541,0.11455323,EMT_A_EPITHELIAL,1.0053,0.09878704621711738,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 19+,DR 19,+,EMT_A_EPITHELIAL,0.1138,EMT_A_EPITHELIAL,0.1138,0.4434104124589548,-0.22847843,EMT_A_EPITHELIAL,1.0053,0.09878704621711738,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 19-,DR 19,-,EMT_A_MESENCHYMAL,0.1753,EMT_SCORE_B,0.196,0.5565895875410451,0.22847843,EMT_C_MESENCHYMAL,1.3481,0.044864207438368976,False,True,False,False,mesenchymal,mesenchymal,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 20+,DR 20,+,EMT_A_MESENCHYMAL,0.1199,EMT_A_MESENCHYMAL,0.1199,0.6045463685319518,0.44818652,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,mesenchymal,epithelial,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 20-,DR 20,-,EMT_A_HYBRID,-0.032,EMT_SCORE_C,0.0013,0.39545363146804824,-0.44818652,EMT_B_MESENCHYMAL,0.2615,0.547646100961894,False,False,False,False,hybrid,mesenchymal,neither,False,none
DR 21+,DR 21,+,EMT_A_HYBRID,0.2241,EMT_A_HYBRID,0.2241,0.6184967150579176,0.49467742,EMT_C_HYBRID,1.4071,0.03916516855912106,True,True,False,True,hybrid,hybrid,convergent,False,none
DR 21-,DR 21,-,EMT_C_EPITHELIAL,-0.0391,EMT_C_EPITHELIAL,-0.0391,0.3815032849420824,-0.49467742,EMT_B_MESENCHYMAL,0.0,1.0,False,False,False,False,epithelial,mesenchymal,neither,False,none
DR 22+,DR 22,+,EMT_B_EPITHELIAL,0.1015,EMT_B_EPITHELIAL,0.1015,0.5732662718508331,0.30484083,EMT_B_EPITHELIAL,1.3174,0.04815041116556672,False,True,False,False,epithelial,epithelial,factor_only_candidate_patient_or_technical,False,depth
DR 22-,DR 22,-,EMT_B_HYBRID,0.0078,EMT_SCORE_B,0.0221,0.4267337281491669,-0.30484083,EMT_B_HYBRID,-0.0556,1.0,False,False,False,False,hybrid,hybrid,neither,False,none
DR 23+,DR 23,+,EMT_B_MESENCHYMAL,0.0268,EMT_B_MESENCHYMAL,0.0268,0.5256214378528352,0.03577139,EMT_B_HYBRID,0.0556,0.8798324994418666,False,False,False,False,mesenchymal,hybrid,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 23-,DR 23,-,EMT_B_HYBRID,0.0059,EMT_B_HYBRID,0.0059,0.4743785621471648,-0.03577139,EMT_C_MESENCHYMAL,0.4686,0.33993822312328,False,False,False,False,hybrid,mesenchymal,neither,False,none
DR 24+,DR 24,+,EMT_A_EPITHELIAL,0.064,EMT_A_EPITHELIAL,0.064,0.5552875715326101,0.10593977,EMT_C_EPITHELIAL,0.1434,0.7187866460688805,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 24-,DR 24,-,EMT_A_HYBRID,0.0287,EMT_A_HYBRID,0.0287,0.4447124284673899,-0.10593977,EMT_B_HYBRID,0.0556,0.8798324994418666,False,False,False,False,hybrid,hybrid,neither,False,none
DR 25+,DR 25,+,EMT_C_EPITHELIAL,0.1219,EMT_C_EPITHELIAL,0.1219,0.5762230154264463,0.193818,EMT_B_HYBRID,0.0556,0.8798324994418666,False,False,False,False,epithelial,hybrid,neither,False,none
DR 25-,DR 25,-,EMT_B_HYBRID,0.0186,EMT_SCORE_B,0.0779,0.4237769845735537,-0.193818,EMT_B_MESENCHYMAL,0.0556,0.8798324994418666,False,False,False,False,hybrid,mesenchymal,neither,False,none
DR 26+,DR 26,+,EMT_A_HYBRID,0.0228,EMT_A_HYBRID,0.0228,0.4398795553421676,-0.2885797,EMT_A_EPITHELIAL,1.0053,0.09878704621711738,False,False,False,False,hybrid,epithelial,neither,False,none
DR 26-,DR 26,-,EMT_A_MESENCHYMAL,0.139,EMT_A_MESENCHYMAL,0.139,0.5601204446578324,0.2885797,EMT_A_MESENCHYMAL,0.4679,0.3404865806080551,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 27+,DR 27,+,EMT_B_EPITHELIAL,0.1455,EMT_B_EPITHELIAL,0.1455,0.4900809220383562,-0.07841387,EMT_A_EPITHELIAL,1.0053,0.09878704621711738,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 27-,DR 27,-,EMT_B_MESENCHYMAL,0.1771,EMT_SCORE_B,0.2127,0.5099190779616438,0.07841387,EMT_B_MESENCHYMAL,0.5899,0.25709877064152264,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 28+,DR 28,+,EMT_A_EPITHELIAL,0.3879,EMT_A_EPITHELIAL,0.3879,0.6775329972715802,0.7020354,EMT_B_EPITHELIAL,1.3174,0.04815041116556672,True,True,False,True,epithelial,epithelial,convergent,False,depth
DR 28-,DR 28,-,EMT_B_MESENCHYMAL,0.0318,EMT_SCORE_B,0.2965,0.32246700272841977,-0.7020354,EMT_A_MESENCHYMAL,0.4679,0.3404865806080551,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 29+,DR 29,+,EMT_C_EPITHELIAL,-0.0367,EMT_SCORE_B,-0.0226,0.4117545395010151,-0.33868438,EMT_A_EPITHELIAL,0.0,1.0,False,False,False,False,epithelial,epithelial,neither,False,none
DR 29-,DR 29,-,EMT_A_HYBRID,0.1483,EMT_A_HYBRID,0.1483,0.5882454604989849,0.33868438,EMT_C_HYBRID,0.8302,0.14784273904006695,False,False,False,False,hybrid,hybrid,neither,False,none
DR 30+,DR 30,+,EMT_A_HYBRID,0.0991,EMT_A_HYBRID,0.0991,0.5457426706457228,0.18105806,EMT_B_EPITHELIAL,0.5375,0.2900681198693154,False,False,False,False,hybrid,epithelial,neither,False,none
DR 30-,DR 30,-,EMT_A_EPITHELIAL,0.0007,EMT_SCORE_B,0.0023,0.4542573293542772,-0.18105806,EMT_B_MESENCHYMAL,-0.0,1.0,False,False,False,False,epithelial,mesenchymal,neither,False,depth
DR 31+,DR 31,+,EMT_B_HYBRID,-0.0193,EMT_SCORE_B,0.0053,0.4193556555388755,-0.30361205,EMT_B_MESENCHYMAL,0.0556,0.8798324994418666,False,False,False,False,hybrid,mesenchymal,neither,False,none
DR 31-,DR 31,-,EMT_C_MESENCHYMAL,0.0876,EMT_C_MESENCHYMAL,0.0876,0.5806443444611245,0.30361205,EMT_B_EPITHELIAL,1.3174,0.04815041116556672,False,True,False,False,mesenchymal,epithelial,factor_only_candidate_patient_or_technical,False,depth
DR 32+,DR 32,+,EMT_C_EPITHELIAL,0.0017,EMT_C_EPITHELIAL,0.0017,0.4013704920304217,-0.38153294,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,epithelial,epithelial,neither,False,none
DR 32-,DR 32,-,EMT_A_HYBRID,0.2483,EMT_A_HYBRID,0.2483,0.5986295079695783,0.38153294,EMT_C_HYBRID,2.1453,0.007156488866926982,True,True,False,True,hybrid,hybrid,convergent,False,none
DR 33+,DR 33,+,EMT_A_MESENCHYMAL,0.0314,EMT_SCORE_A,0.1398,0.431704543013225,-0.16938367,EMT_B_EPITHELIAL,0.0,1.0,False,False,False,False,mesenchymal,epithelial,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 33-,DR 33,-,EMT_B_EPITHELIAL,0.1813,EMT_B_EPITHELIAL,0.1813,0.5682954569867751,0.16938367,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 34+,DR 34,+,EMT_A_EPITHELIAL,0.058,EMT_A_EPITHELIAL,0.058,0.5232853657200115,0.046783164,EMT_C_EPITHELIAL,0.1434,0.7187866460688805,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 34-,DR 34,-,EMT_A_MESENCHYMAL,0.0231,EMT_SCORE_A,0.0572,0.4767146342799885,-0.046783164,EMT_B_MESENCHYMAL,0.0,1.0,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 35+,DR 35,+,EMT_B_EPITHELIAL,0.0448,EMT_B_EPITHELIAL,0.0448,0.4990276066933304,-0.062408954,EMT_C_MESENCHYMAL,0.1934,0.6406192726268983,False,False,False,False,epithelial,mesenchymal,neither,False,depth
DR 35-,DR 35,-,EMT_A_MESENCHYMAL,0.0737,EMT_SCORE_A,0.0792,0.5009723933066696,0.062408954,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,mesenchymal,epithelial,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 36+,DR 36,+,EMT_B_MESENCHYMAL,0.0311,EMT_B_MESENCHYMAL,0.0311,0.5048320524026533,-0.037396964,EMT_B_MESENCHYMAL,0.2615,0.547646100961894,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 36-,DR 36,-,EMT_C_HYBRID,0.0797,EMT_C_HYBRID,0.0797,0.4951679475973467,0.037396964,EMT_B_HYBRID,0.0556,0.8798324994418666,False,False,False,False,hybrid,hybrid,neither,False,none
DR 37+,DR 37,+,EMT_B_EPITHELIAL,0.1718,EMT_B_EPITHELIAL,0.1718,0.6195071392000996,0.35660598,EMT_C_MESENCHYMAL,0.8609,0.13775266196051708,False,False,False,False,epithelial,mesenchymal,neither,False,depth
DR 37-,DR 37,-,EMT_A_HYBRID,-0.0429,EMT_SCORE_B,0.079,0.3804928607999004,-0.35660598,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,hybrid,epithelial,neither,False,none
DR 38+,DR 38,+,EMT_A_MESENCHYMAL,0.0468,EMT_SCORE_A,0.0906,0.4876542867908806,-0.045623403,EMT_A_MESENCHYMAL,3.4013,0.00039691727400947304,False,True,False,False,mesenchymal,mesenchymal,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 38-,DR 38,-,EMT_A_EPITHELIAL,0.0759,EMT_A_EPITHELIAL,0.0759,0.5123457132091194,0.045623403,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 39+,DR 39,+,EMT_A_EPITHELIAL,0.1098,EMT_A_EPITHELIAL,0.1098,0.4526085821993482,-0.16380283,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 39-,DR 39,-,EMT_B_MESENCHYMAL,0.2136,EMT_SCORE_C,0.2141,0.5473914178006518,0.16380283,EMT_C_MESENCHYMAL,1.3481,0.044864207438368976,True,True,False,True,mesenchymal,mesenchymal,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 40+,DR 40,+,EMT_A_HYBRID,-0.0333,EMT_SCORE_C,0.0686,0.3913375689859563,-0.45349827,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,hybrid,epithelial,neither,False,none
DR 40-,DR 40,-,EMT_C_EPITHELIAL,0.143,EMT_C_EPITHELIAL,0.143,0.6086624310140437,0.45349827,EMT_B_EPITHELIAL,1.3174,0.04815041116556672,False,True,False,False,epithelial,epithelial,factor_only_candidate_patient_or_technical,False,depth
DR 41+,DR 41,+,EMT_B_MESENCHYMAL,0.0739,EMT_SCORE_B,0.1641,0.4524788718251011,-0.2231033,EMT_B_MESENCHYMAL,0.2615,0.547646100961894,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 41-,DR 41,-,EMT_C_EPITHELIAL,0.1638,EMT_C_EPITHELIAL,0.1638,0.5475211281748988,0.2231033,EMT_B_EPITHELIAL,1.3174,0.04815041116556672,False,True,False,False,epithelial,epithelial,factor_only_candidate_patient_or_technical,False,depth
DR 42+,DR 42,+,EMT_C_HYBRID,-0.019,EMT_SCORE_B,-0.0085,0.4260642056093491,-0.33037168,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,hybrid,epithelial,neither,False,none
DR 42-,DR 42,-,EMT_C_MESENCHYMAL,0.0987,EMT_C_MESENCHYMAL,0.0987,0.5739357943906509,0.33037168,EMT_B_MESENCHYMAL,1.6142,0.024310841956013032,False,True,False,False,mesenchymal,mesenchymal,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 43+,DR 43,+,EMT_B_EPITHELIAL,0.0995,EMT_B_EPITHELIAL,0.0995,0.5442427337689439,0.15434246,EMT_A_EPITHELIAL,1.0053,0.09878704621711738,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 43-,DR 43,-,EMT_B_MESENCHYMAL,0.0205,EMT_SCORE_B,0.0867,0.45575726623105606,-0.15434246,EMT_B_MESENCHYMAL,0.2615,0.547646100961894,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 44+,DR 44,+,EMT_C_HYBRID,0.0038,EMT_SCORE_B,0.0364,0.4332915790726366,-0.29838696,EMT_B_MESENCHYMAL,-0.0,1.0,False,False,False,False,hybrid,mesenchymal,neither,False,none
DR 44-,DR 44,-,EMT_B_EPITHELIAL,0.0904,EMT_B_EPITHELIAL,0.0904,0.5667084209273634,0.29838696,EMT_B_EPITHELIAL,1.3174,0.04815041116556672,False,True,False,False,epithelial,epithelial,factor_only_candidate_patient_or_technical,False,depth
DR 45+,DR 45,+,EMT_A_EPITHELIAL,0.0715,EMT_A_EPITHELIAL,0.0715,0.511351015559693,0.016729265,EMT_B_HYBRID,0.0556,0.8798324994418666,False,False,False,False,epithelial,hybrid,neither,False,depth
DR 45-,DR 45,-,EMT_C_MESENCHYMAL,0.0599,EMT_SCORE_A,0.0865,0.488648984440307,-0.016729265,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,mesenchymal,epithelial,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 46+,DR 46,+,EMT_A_HYBRID,0.0533,EMT_SCORE_B,0.0608,0.5172438096396762,0.14060941,EMT_C_HYBRID,0.4124,0.38690113165510864,False,False,False,False,hybrid,hybrid,neither,False,none
DR 46-,DR 46,-,EMT_B_EPITHELIAL,0.0438,EMT_B_EPITHELIAL,0.0438,0.4827561903603238,-0.14060941,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 47+,DR 47,+,EMT_C_HYBRID,0.0486,EMT_C_HYBRID,0.0486,0.5410023520943271,0.1130479,EMT_A_EPITHELIAL,0.2213,0.6007586047756746,False,False,False,False,hybrid,epithelial,neither,False,none
DR 47-,DR 47,-,EMT_C_MESENCHYMAL,0.006,EMT_SCORE_C,0.0276,0.4589976479056729,-0.1130479,EMT_B_HYBRID,0.4441,0.3596665093461476,False,False,False,False,mesenchymal,hybrid,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 48+,DR 48,+,EMT_B_MESENCHYMAL,0.0705,EMT_B_MESENCHYMAL,0.0705,0.5112102616391133,0.031951915,EMT_B_MESENCHYMAL,0.2615,0.547646100961894,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 48-,DR 48,-,EMT_C_EPITHELIAL,0.0228,EMT_C_EPITHELIAL,0.0228,0.4887897383608867,-0.031951915,EMT_C_EPITHELIAL,0.7007,0.19920489224688023,False,False,False,False,epithelial,epithelial,neither,False,none
DR 49+,DR 49,+,EMT_B_MESENCHYMAL,0.2132,EMT_B_MESENCHYMAL,0.2132,0.5562324706332189,0.124639034,EMT_B_HYBRID,1.0445,0.09026097074709753,True,False,False,False,mesenchymal,hybrid,cell_only_state_not_on_one_axis,False,mesenchymal_may_be_ambient_or_doublet
DR 49-,DR 49,-,EMT_A_EPITHELIAL,0.1183,EMT_A_EPITHELIAL,0.1183,0.4437675293667811,-0.124639034,EMT_B_EPITHELIAL,1.3174,0.04815041116556672,False,True,False,False,epithelial,epithelial,factor_only_candidate_patient_or_technical,False,depth
DR 50+,DR 50,+,EMT_A_EPITHELIAL,0.0212,EMT_A_EPITHELIAL,0.0212,0.4827177853718755,-0.06374509,EMT_B_EPITHELIAL,0.5375,0.2900681198693154,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 50-,DR 50,-,EMT_B_MESENCHYMAL,0.0395,EMT_B_MESENCHYMAL,0.0395,0.5172822146281245,0.06374509,EMT_B_MESENCHYMAL,-0.0,1.0,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
